349.681528662  22.8573694973
361.146496815  28.0271229464
378.98089172  37.0734716901
389.171974522  38.8848802501
403.184713376  43.5388511528
410.828025478  45.0911345101
421.01910828  43.8029120737
440.127388535  44.5839894705
450.318471338  42.7791618681
459.23566879  44.8484617012
475.796178344  52.6028862199
498.72611465  58.2929466237
521.656050955  65.2745199427
539.49044586  64.5053705314
567.515923567  69.1638658425
581.52866242  69.6849954168
591.719745223  67.8801678144
612.101910828  67.3701436059
622.292993631  67.6317366677
631.210191083  65.3098925894
649.044585987  58.3414811855
678.343949045  54.9930077326
692.356687898  56.2890450561
703.821656051  55.0012339295
719.108280255  54.4895644816
731.847133758  51.3940465838
739.49044586  52.1714221919
750.955414013  48.8171904012
759.872611465  50.3698850683
772.611464968  47.7909723365
777.707006369  49.342433074
789.171974522  47.0214116154
800.636942675  47.025113404
813.375796178  42.896385174
822.292993631  42.6409617599
828.662420382  40.3182950619
851.592356688  35.6762521447
859.23566879  32.3207864244
866.878980892  30.7734387853
880.891719745  27.1617270313
897.452229299  25.3589559781
905.095541401  23.295003173
929.299363057  18.9116741486
939.49044586  16.0736362141
967.515923567  11.4332385362
1001.91082803  6.27829224152
1027.38853503  3.70349260817
1070.70063694  1.65105647872
1100  0.885608856089
