349.195402299  4.30927835052
351.609195402  10
351.609195402  5.05154639175
353.218390805  8.63917525773
353.218390805  10.2474226804
354.827586207  11.9793814433
356.436781609  8.76288659794
357.24137931  10.8659793814
358.045977011  9.62886597938
358.850574713  12.8453608247
360.459770115  15.1958762887
364.482758621  16.4329896907
366.091954023  18.2886597938
367.701149425  20.1443298969
368.505747126  22.4948453608
371.724137931  22.3711340206
373.333333333  25.2164948454
374.942528736  25.8350515464
377.356321839  29.6701030928
378.965517241  29.5463917526
380.574712644  33.381443299
382.183908046  33.381443299
383.793103448  35.7319587629
386.206896552  37.4639175258
386.206896552  36.2268041237
388.620689655  37.587628866
390.229885057  37.9587628866
391.034482759  35.6082474227
391.83908046  38.4536082474
393.448275862  39.6907216495
395.057471264  39.0721649485
396.666666667  40.1855670103
399.08045977  38.4536082474
402.298850575  42.6597938144
405.517241379  40.5567010309
407.126436782  41.5463917526
410.344827586  43.5257731959
410.344827586  41.6701030928
413.563218391  41.5463917526
417.586206897  43.4020618557
422.413793103  42.5360824742
425.632183908  45.5051546392
428.045977011  46.1237113402
430.459770115  45.2577319588
434.482758621  45.6288659794
435.287356322  46.9896907216
437.701149425  47.6082474227
440.91954023  46
444.137931034  47.3608247423
445.747126437  46.4948453608
449.770114943  45.0103092784
456.206896552  49.7113402062
461.034482759  47.6082474227
464.252873563  51.3195876289
475.517241379  53.9175257732
481.149425287  52.6804123711
487.586206897  59.9793814433
494.022988506  55.0309278351
500.459770115  59.1134020619
504.482758621  58.618556701
509.310344828  59.7319587629
516.551724138  57.0103092784
524.597701149  65.175257732
531.83908046  59.8556701031
533.448275862  59.4845360825
537.471264368  63.1958762887
539.885057471  63.6907216495
543.103448276  63.8144329897
545.517241379  63.5670103093
547.931034483  64.5567010309
551.149425287  64.4329896907
558.390804598  60.4742268041
568.850574713  70.1237113402
576.896551724  61.4639175258
579.310344828  61.2164948454
588.16091954  67.1546391753
591.379310345  67.1546391753
597.011494253  67.7731958763
606.666666667  61.2164948454
609.885057471  60.9690721649
620.344827586  68.5154639175
630.804597701  57.7525773196
634.827586207  57.381443299
638.850574713  59.9793814433
643.67816092  61.9587628866
647.701149425  61.9587628866
655.747126437  60.9690721649
666.206896552  52.5567010309
671.034482759  50.9484536082
675.057471264  52.4329896907
677.471264368  54.1649484536
683.103448276  58.4948453608
685.517241379  58.8659793814
691.149425287  54.7835051546
698.390804598  49.3402061856
701.609195402  49.0927835052
709.655172414  51.5670103093
712.873563218  51.5670103093
715.287356322  52.1855670103
721.724137931  52.0618556701
727.356321839  50.7010309278
743.448275862  40.3092783505
746.666666667  39.9381443299
758.735632184  44.2680412371
763.563218391  44.1443298969
780.459770115  33.381443299
788.505747126  33.1340206186
802.183908046  32.0206185567
818.275862069  30.9072164948
837.586206897  22.4948453608
847.24137931  21.6288659794
856.091954023  22.618556701
860.91954023  22.1237113402
871.379310345  18.5360824742
891.494252874  14.0824742268
920.459770115  11.1134020619
940.574712644  8.51546391753
961.494252874  5.05154639175
981.609195402  4.18556701031
1004.13793103  2.70103092784
1031.49425287  1.34020618557
1066.89655172  0.59793814433
1101.49425287  0.59793814433
