TimeStamp; TimeText; CurDC; 
 1495634467.43732; Wed May 24 16:01:07.437 CDT 2017; 21,0843505859375; 
 1495634469.42432; Wed May 24 16:01:09.424 CDT 2017; 23,0314559936523; 
 1495634471.41132; Wed May 24 16:01:11.411 CDT 2017; 24,5118923187256; 
 1495634483.33932; Wed May 24 16:01:23.339 CDT 2017; 24,9890899658203; 
 1495634485.32832; Wed May 24 16:01:25.328 CDT 2017; 26,8289661407471; 
 1495634487.31532; Wed May 24 16:01:27.315 CDT 2017; 28,7031154632568; 
 1495634489.30232; Wed May 24 16:01:29.302 CDT 2017; 30,4690551757813; 
 1495634503.44032; Wed May 24 16:01:43.440 CDT 2017; 30,4478435516357; 
 1495634517.35332; Wed May 24 16:01:57.353 CDT 2017; 30,4277439117432; 
 1495634534.35432; Wed May 24 16:02:14.354 CDT 2017; 30,4060935974121; 
 1495634550.47532; Wed May 24 16:02:30.475 CDT 2017; 30,3851222991943; 
 1495634566.37832; Wed May 24 16:02:46.378 CDT 2017; 30,3650970458984; 
 1495634582.50432; Wed May 24 16:03:02.504 CDT 2017; 30,343822479248; 
 1495634597.52032; Wed May 24 16:03:17.520 CDT 2017; 30,3235473632813; 
 1495634601.49632; Wed May 24 16:03:21.496 CDT 2017; 31,1852378845215; 
 1495634603.48432; Wed May 24 16:03:23.484 CDT 2017; 33,1103134155273; 
 1495634605.47032; Wed May 24 16:03:25.470 CDT 2017; 34,9888076782227; 
 1495634607.45832; Wed May 24 16:03:27.458 CDT 2017; 36,4172515869141; 
 1495634618.49632; Wed May 24 16:03:38.496 CDT 2017; 37,2865447998047; 
 1495634620.48332; Wed May 24 16:03:40.483 CDT 2017; 39,1076622009277; 
 1495634622.47032; Wed May 24 16:03:42.470 CDT 2017; 40,9224662780762; 
 1495634624.45932; Wed May 24 16:03:44.459 CDT 2017; 42,7419853210449; 
 1495634626.44632; Wed May 24 16:03:46.446 CDT 2017; 44,4916687011719; 
 1495634628.43332; Wed May 24 16:03:48.433 CDT 2017; 46,2637672424316; 
 1495634630.42132; Wed May 24 16:03:50.421 CDT 2017; 47,9537620544434; 
 1495634643.45332; Wed May 24 16:04:03.453 CDT 2017; 47,9326210021973; 
 1495634648.31232; Wed May 24 16:04:08.312 CDT 2017; 48,3872528076172; 
 1495634650.30132; Wed May 24 16:04:10.301 CDT 2017; 50,0908203125; 
 1495634652.50932; Wed May 24 16:04:12.509 CDT 2017; 52,0292816162109; 
 1495634654.49532; Wed May 24 16:04:14.495 CDT 2017; 53,803409576416; 
 1495634656.48332; Wed May 24 16:04:16.483 CDT 2017; 55,511100769043; 
 1495634658.47232; Wed May 24 16:04:18.472 CDT 2017; 57,2197723388672; 
 1495634660.45832; Wed May 24 16:04:20.458 CDT 2017; 58,9573440551758; 
 1495634662.44632; Wed May 24 16:04:22.446 CDT 2017; 59,0478858947754; 
 1495634671.50332; Wed May 24 16:04:31.503 CDT 2017; 59,7355499267578; 
 1495634673.49032; Wed May 24 16:04:33.490 CDT 2017; 61,3585968017578; 
 1495634675.47832; Wed May 24 16:04:35.478 CDT 2017; 63,0045547485352; 
 1495634677.46632; Wed May 24 16:04:37.466 CDT 2017; 64,6068954467773; 
 1495634679.45432; Wed May 24 16:04:39.454 CDT 2017; 66,1472015380859; 
 1495634681.44232; Wed May 24 16:04:41.442 CDT 2017; 67,7856292724609; 
 1495634683.43032; Wed May 24 16:04:43.430 CDT 2017; 69,4138717651367; 
 1495634685.41632; Wed May 24 16:04:45.416 CDT 2017; 69,4389495849609; 
 1495634691.38132; Wed May 24 16:04:51.381 CDT 2017; 69,4188537597656; 
 1495634698.49733; Wed May 24 16:04:58.497 CDT 2017; 69,395622253418; 
 1495634704.46233; Wed May 24 16:05:04.462 CDT 2017; 69,4910583496094; 
 1495634706.44933; Wed May 24 16:05:06.449 CDT 2017; 71,0450668334961; 
 1495634708.43733; Wed May 24 16:05:08.437 CDT 2017; 72,5702590942383; 
 1495634710.42633; Wed May 24 16:05:10.426 CDT 2017; 74,1158294677734; 
 1495634712.41433; Wed May 24 16:05:12.414 CDT 2017; 75,5542678833008; 
 1495634714.40133; Wed May 24 16:05:14.401 CDT 2017; 77,0004730224609; 
 1495634716.38933; Wed May 24 16:05:16.389 CDT 2017; 78,417724609375; 
 1495634718.37733; Wed May 24 16:05:18.377 CDT 2017; 78,9285125732422; 
 1495634720.36633; Wed May 24 16:05:20.366 CDT 2017; 79,3868789672852; 
 1495634722.35333; Wed May 24 16:05:22.353 CDT 2017; 80,6926879882813; 
 1495634724.56033; Wed May 24 16:05:24.560 CDT 2017; 82,1968002319336; 
 1495634726.54833; Wed May 24 16:05:26.548 CDT 2017; 83,5460739135742; 
 1495634728.53733; Wed May 24 16:05:28.537 CDT 2017; 84,9186630249023; 
 1495634730.52533; Wed May 24 16:05:30.525 CDT 2017; 86,2900466918945; 
 1495634732.51233; Wed May 24 16:05:32.512 CDT 2017; 87,198371887207; 
 1495634740.46633; Wed May 24 16:05:40.466 CDT 2017; 87,1772155761719; 
 1495634746.43033; Wed May 24 16:05:46.430 CDT 2017; 87,1566619873047; 
 1495634751.51033; Wed May 24 16:05:51.510 CDT 2017; 87,1354217529297; 
 1495634757.47533; Wed May 24 16:05:57.475 CDT 2017; 87,1116256713867; 
 1495634763.44033; Wed May 24 16:06:03.440 CDT 2017; 87,1596069335938; 
 1495634765.42733; Wed May 24 16:06:05.427 CDT 2017; 87,3202056884766; 
 1495634767.41433; Wed May 24 16:06:07.414 CDT 2017; 87,4612426757813; 
 1495634769.40233; Wed May 24 16:06:09.402 CDT 2017; 87,5931167602539; 
 1495634771.39133; Wed May 24 16:06:11.391 CDT 2017; 87,735710144043; 
 1495634773.38033; Wed May 24 16:06:13.380 CDT 2017; 87,8634643554688; 
 1495634775.36733; Wed May 24 16:06:15.367 CDT 2017; 87,96875; 
 1495634777.35333; Wed May 24 16:06:17.353 CDT 2017; 88,0918045043945; 
 1495634779.34133; Wed May 24 16:06:19.341 CDT 2017; 86,3176727294922; 
 1495634781.55133; Wed May 24 16:06:21.551 CDT 2017; 86,4070587158203; 
 1495634783.53933; Wed May 24 16:06:23.539 CDT 2017; 86,5038909912109; 
 1495634785.52733; Wed May 24 16:06:25.527 CDT 2017; 86,6104202270508; 
 1495634787.51433; Wed May 24 16:06:27.514 CDT 2017; 86,7147674560547; 
 1495634797.45533; Wed May 24 16:06:37.455 CDT 2017; 86,6890563964844; 
 1495634801.43333; Wed May 24 16:06:41.433 CDT 2017; 86,6668090820313; 
 1495634805.40933; Wed May 24 16:06:45.409 CDT 2017; 86,64501953125; 
 1495634808.50333; Wed May 24 16:06:48.503 CDT 2017; 86,6234893798828; 
 1495634811.37433; Wed May 24 16:06:51.374 CDT 2017; 86,6631698608398; 
 1495634813.36233; Wed May 24 16:06:53.362 CDT 2017; 86,7199859619141; 
 1495634815.57033; Wed May 24 16:06:55.570 CDT 2017; 86,7580337524414; 
 1495634819.54533; Wed May 24 16:06:59.545 CDT 2017; 86,8609008789063; 
 1495634821.53533; Wed May 24 16:07:01.535 CDT 2017; 86,900390625; 
 1495634825.51133; Wed May 24 16:07:05.511 CDT 2017; 86,8768310546875; 
 1495634829.48733; Wed May 24 16:07:09.487 CDT 2017; 86,8514938354492; 
 1495634833.46533; Wed May 24 16:07:13.465 CDT 2017; 86,8276596069336; 
 1495634837.43833; Wed May 24 16:07:17.438 CDT 2017; 86,8027801513672; 
 1495634841.41633; Wed May 24 16:07:21.416 CDT 2017; 86,7786254882813; 
 1495634845.39033; Wed May 24 16:07:25.390 CDT 2017; 86,753173828125; 
 1495634848.48333; Wed May 24 16:07:28.483 CDT 2017; 86,7307586669922; 
